net,fanin,fanout,gate_count,num_gate_types,num_instances,role,label
WX8507,0,3,3,2,3,benign_or_unconfirmed,0
n3617,5,1,2,2,2,benign_or_unconfirmed,0
WX8508,2,1,2,2,2,benign_or_unconfirmed,0
WX8509,0,3,3,2,3,benign_or_unconfirmed,0
n3615,5,1,2,2,2,benign_or_unconfirmed,0
WX8510,2,1,2,2,2,benign_or_unconfirmed,0
WX8511,0,3,3,2,3,benign_or_unconfirmed,0
n3613,5,1,2,2,2,benign_or_unconfirmed,0
WX8512,2,1,2,2,2,benign_or_unconfirmed,0
WX8513,0,3,3,2,3,benign_or_unconfirmed,0
n3611,5,1,2,2,2,benign_or_unconfirmed,0
WX8514,2,1,2,2,2,benign_or_unconfirmed,0
WX8515,0,3,3,2,3,benign_or_unconfirmed,0
n3609,5,1,2,2,2,benign_or_unconfirmed,0
WX8516,2,1,2,2,2,benign_or_unconfirmed,0
WX8517,0,3,3,2,3,benign_or_unconfirmed,0
n3607,5,1,2,2,2,benign_or_unconfirmed,0
WX8518,2,1,2,2,2,benign_or_unconfirmed,0
WX8519,0,3,3,2,3,benign_or_unconfirmed,0
n3605,5,1,2,2,2,benign_or_unconfirmed,0
WX8520,2,1,2,2,2,benign_or_unconfirmed,0
WX8521,0,3,3,2,3,benign_or_unconfirmed,0
n3603,5,1,2,2,2,benign_or_unconfirmed,0
WX8522,2,1,2,2,2,benign_or_unconfirmed,0
WX8523,0,3,3,2,3,benign_or_unconfirmed,0
n3601,5,1,2,2,2,benign_or_unconfirmed,0
WX8524,2,1,2,2,2,benign_or_unconfirmed,0
WX8525,0,3,3,2,3,benign_or_unconfirmed,0
n3599,5,1,2,2,2,benign_or_unconfirmed,0
WX8526,2,1,2,2,2,benign_or_unconfirmed,0
WX8527,0,3,3,2,3,benign_or_unconfirmed,0
n3597,5,1,2,2,2,benign_or_unconfirmed,0
WX8528,2,1,2,2,2,benign_or_unconfirmed,0
WX8529,0,3,3,2,3,benign_or_unconfirmed,0
n3595,5,1,2,2,2,benign_or_unconfirmed,0
WX8530,2,1,2,2,2,benign_or_unconfirmed,0
WX8531,4,3,4,3,4,benign_or_unconfirmed,0
WX8532,2,1,2,2,2,benign_or_unconfirmed,0
WX8533,4,3,4,3,4,benign_or_unconfirmed,0
WX8534,2,1,2,2,2,benign_or_unconfirmed,0
WX8535,4,3,4,3,4,benign_or_unconfirmed,0
WX8536,2,1,2,2,2,benign_or_unconfirmed,0
test_so72,4,2,3,3,3,benign_or_unconfirmed,0
WX8538,2,1,2,2,2,benign_or_unconfirmed,0
test_si73,0,1,1,1,1,benign_or_unconfirmed,0
WX8539,4,3,4,3,4,benign_or_unconfirmed,0
WX8540,2,1,2,2,2,benign_or_unconfirmed,0
WX8541,4,3,4,3,4,benign_or_unconfirmed,0
WX8542,2,1,2,2,2,benign_or_unconfirmed,0
WX8543,4,3,4,3,4,benign_or_unconfirmed,0
WX8544,2,1,2,2,2,benign_or_unconfirmed,0
WX8545,4,3,4,3,4,benign_or_unconfirmed,0
WX8546,2,1,2,2,2,benign_or_unconfirmed,0
WX8547,4,3,4,3,4,benign_or_unconfirmed,0
WX8548,2,1,2,2,2,benign_or_unconfirmed,0
WX8549,4,3,4,3,4,benign_or_unconfirmed,0
WX8550,2,1,2,2,2,benign_or_unconfirmed,0
WX8551,4,3,4,3,4,benign_or_unconfirmed,0
WX8552,2,1,2,2,2,benign_or_unconfirmed,0
WX8553,4,3,4,3,4,benign_or_unconfirmed,0
WX8554,2,1,2,2,2,benign_or_unconfirmed,0
WX8555,4,3,4,3,4,benign_or_unconfirmed,0
WX8556,2,1,2,2,2,benign_or_unconfirmed,0
WX8557,4,3,4,3,4,benign_or_unconfirmed,0
WX8558,2,1,2,2,2,benign_or_unconfirmed,0
WX8559,4,3,4,3,4,benign_or_unconfirmed,0
WX8560,2,1,2,2,2,benign_or_unconfirmed,0
WX8561,4,3,4,3,4,benign_or_unconfirmed,0
WX8562,2,1,2,2,2,benign_or_unconfirmed,0
WX8563,4,3,4,3,4,benign_or_unconfirmed,0
WX8564,2,1,2,2,2,benign_or_unconfirmed,0
WX8565,4,3,4,3,4,benign_or_unconfirmed,0
WX8566,2,1,2,2,2,benign_or_unconfirmed,0
WX8567,4,3,4,3,4,benign_or_unconfirmed,0
WX8568,2,1,2,2,2,benign_or_unconfirmed,0
WX8569,4,3,4,3,4,benign_or_unconfirmed,0
WX8570,2,1,2,2,2,benign_or_unconfirmed,0
test_so73,4,2,3,3,3,benign_or_unconfirmed,0
WX8572,2,1,2,2,2,benign_or_unconfirmed,0
test_si74,0,1,1,1,1,benign_or_unconfirmed,0
WX8573,4,3,4,3,4,benign_or_unconfirmed,0
WX8574,2,1,2,2,2,benign_or_unconfirmed,0
WX8575,4,3,4,3,4,benign_or_unconfirmed,0
WX8576,2,1,2,2,2,benign_or_unconfirmed,0
WX8577,4,3,4,3,4,benign_or_unconfirmed,0
WX8578,2,1,2,2,2,benign_or_unconfirmed,0
WX8579,4,3,4,3,4,benign_or_unconfirmed,0
WX8580,2,1,2,2,2,benign_or_unconfirmed,0
WX8581,4,3,4,3,4,benign_or_unconfirmed,0
WX8582,2,1,2,2,2,benign_or_unconfirmed,0
WX8583,4,3,4,3,4,benign_or_unconfirmed,0
WX8584,2,1,2,2,2,benign_or_unconfirmed,0
WX8585,4,3,4,3,4,benign_or_unconfirmed,0
WX8586,2,1,2,2,2,benign_or_unconfirmed,0
WX8587,4,3,4,3,4,benign_or_unconfirmed,0
WX8588,2,1,2,2,2,benign_or_unconfirmed,0
WX8589,4,3,4,3,4,benign_or_unconfirmed,0
WX8590,2,1,2,2,2,benign_or_unconfirmed,0
WX8591,4,3,4,3,4,benign_or_unconfirmed,0
WX8592,2,1,2,2,2,benign_or_unconfirmed,0
WX8593,4,3,4,3,4,benign_or_unconfirmed,0
WX8594,2,1,2,2,2,benign_or_unconfirmed,0
WX8595,4,3,4,3,4,benign_or_unconfirmed,0
WX8596,2,1,2,2,2,benign_or_unconfirmed,0
WX8597,4,3,4,3,4,benign_or_unconfirmed,0
WX8598,2,1,2,2,2,benign_or_unconfirmed,0
WX8599,4,3,4,3,4,benign_or_unconfirmed,0
WX8600,2,1,2,2,2,benign_or_unconfirmed,0
WX8601,4,3,4,3,4,benign_or_unconfirmed,0
WX8602,2,1,2,2,2,benign_or_unconfirmed,0
WX8603,4,3,4,3,4,benign_or_unconfirmed,0
WX8604,2,1,2,2,2,benign_or_unconfirmed,0
test_so74,4,2,3,3,3,benign_or_unconfirmed,0
WX8606,2,1,2,2,2,benign_or_unconfirmed,0
test_si75,0,1,1,1,1,benign_or_unconfirmed,0
WX8607,4,3,4,3,4,benign_or_unconfirmed,0
WX8608,2,1,2,2,2,benign_or_unconfirmed,0
WX8609,4,3,4,3,4,benign_or_unconfirmed,0
WX8610,2,1,2,2,2,benign_or_unconfirmed,0
WX8611,4,3,4,3,4,benign_or_unconfirmed,0
WX8612,2,1,2,2,2,benign_or_unconfirmed,0
WX8613,4,3,4,3,4,benign_or_unconfirmed,0
WX8614,2,1,2,2,2,benign_or_unconfirmed,0
WX8615,4,3,4,3,4,benign_or_unconfirmed,0
WX8616,2,1,2,2,2,benign_or_unconfirmed,0
WX8617,4,3,4,3,4,benign_or_unconfirmed,0
WX8618,2,1,2,2,2,benign_or_unconfirmed,0
WX8619,4,3,4,3,4,benign_or_unconfirmed,0
WX8620,2,1,2,2,2,benign_or_unconfirmed,0
WX8621,4,3,4,3,4,benign_or_unconfirmed,0
WX8622,2,1,2,2,2,benign_or_unconfirmed,0
WX8623,4,3,4,3,4,benign_or_unconfirmed,0
WX8624,2,1,2,2,2,benign_or_unconfirmed,0
WX8625,4,3,4,3,4,benign_or_unconfirmed,0
WX8626,2,1,2,2,2,benign_or_unconfirmed,0
WX8627,4,3,4,2,4,benign_or_unconfirmed,0
WX8628,2,1,2,2,2,benign_or_unconfirmed,0
WX8629,4,3,4,2,4,benign_or_unconfirmed,0
WX8630,2,1,2,2,2,benign_or_unconfirmed,0
WX8631,4,3,4,2,4,benign_or_unconfirmed,0
WX8632,2,1,2,2,2,benign_or_unconfirmed,0
WX8633,4,3,4,2,4,benign_or_unconfirmed,0
WX8634,2,1,2,2,2,benign_or_unconfirmed,0
WX8635,4,3,4,3,4,benign_or_unconfirmed,0
WX8636,2,1,2,2,2,benign_or_unconfirmed,0
WX8637,4,3,4,2,4,benign_or_unconfirmed,0
WX8638,2,1,2,2,2,benign_or_unconfirmed,0
test_so75,4,2,3,2,3,benign_or_unconfirmed,0
WX8640,2,1,2,2,2,benign_or_unconfirmed,0
test_si76,0,1,1,1,1,benign_or_unconfirmed,0
WX8641,4,3,4,2,4,benign_or_unconfirmed,0
WX8642,2,1,2,2,2,benign_or_unconfirmed,0
WX8643,4,3,4,2,4,benign_or_unconfirmed,0
WX8644,2,1,2,2,2,benign_or_unconfirmed,0
WX8645,4,3,4,2,4,benign_or_unconfirmed,0
WX8646,2,1,2,2,2,benign_or_unconfirmed,0
WX8647,4,3,4,2,4,benign_or_unconfirmed,0
WX8648,2,1,2,2,2,benign_or_unconfirmed,0
WX8649,4,3,4,3,4,benign_or_unconfirmed,0
WX8650,2,1,2,2,2,benign_or_unconfirmed,0
WX8651,4,3,4,2,4,benign_or_unconfirmed,0
WX8652,2,1,2,2,2,benign_or_unconfirmed,0
WX8653,4,3,4,2,4,benign_or_unconfirmed,0
WX8654,2,1,2,2,2,benign_or_unconfirmed,0
WX8655,4,3,4,2,4,benign_or_unconfirmed,0
WX8656,2,1,2,2,2,benign_or_unconfirmed,0
WX8657,4,3,4,2,4,benign_or_unconfirmed,0
WX9022,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_0,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1312_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9024,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_1,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1313_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9026,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_2,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1314_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9028,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_3,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1315_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9030,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_4,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1316_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9032,2,1,2,2,2,trigger_tap,1
CRC_OUT_3_5,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1317_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9034,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_6,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1318_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9036,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_7,0,2,2,2,2,benign_or_unconfirmed,0
DFF_1319_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9038,2,1,2,2,2,benign_or_unconfirmed,0
test_si77,0,1,1,1,1,benign_or_unconfirmed,0
CRC_OUT_3_8,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1320_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9040,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_9,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1321_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9042,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_10,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1322_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9044,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_11,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1323_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9046,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_12,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1324_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9048,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_13,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1325_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9050,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_14,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1326_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9052,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_15,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1327_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9054,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_16,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1328_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9056,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_17,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1329_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9058,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_18,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1330_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9060,2,1,2,2,2,trigger_tap,1
CRC_OUT_3_19,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1331_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9062,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_20,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1332_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9064,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_21,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1333_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9066,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_22,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1334_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9068,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_23,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1335_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9070,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_24,0,2,2,2,2,benign_or_unconfirmed,0
DFF_1336_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9072,2,1,2,2,2,benign_or_unconfirmed,0
test_si78,0,1,1,1,1,benign_or_unconfirmed,0
CRC_OUT_3_25,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1337_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9074,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_26,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1338_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9076,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_27,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1339_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9078,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_28,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1340_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9080,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_29,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1341_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9082,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_30,0,3,3,2,3,benign_or_unconfirmed,0
DFF_1342_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9084,2,1,2,2,2,benign_or_unconfirmed,0
CRC_OUT_3_31,0,6,6,3,6,benign_or_unconfirmed,0
DFF_1343_n1,5,1,2,2,2,benign_or_unconfirmed,0
WX9535,2,2,3,3,3,benign_or_unconfirmed,0
WX9536,4,3,4,3,4,benign_or_unconfirmed,0
WX9537,2,2,3,3,3,benign_or_unconfirmed,0
n8353,0,2,2,1,2,benign_or_unconfirmed,0
n3847,5,1,2,2,2,benign_or_unconfirmed,0
WX9539,2,2,3,3,3,benign_or_unconfirmed,0
n8352,0,2,2,1,2,benign_or_unconfirmed,0
n3846,5,1,2,2,2,benign_or_unconfirmed,0
WX9541,2,2,3,3,3,benign_or_unconfirmed,0
n8351,0,2,2,1,2,benign_or_unconfirmed,0
n3845,5,1,2,2,2,benign_or_unconfirmed,0
WX9543,2,2,3,3,3,benign_or_unconfirmed,0
n8350,0,2,2,1,2,benign_or_unconfirmed,0
n3844,5,1,2,2,2,benign_or_unconfirmed,0
WX9545,2,2,3,3,3,benign_or_unconfirmed,0
n8349,0,2,2,1,2,benign_or_unconfirmed,0
n3843,5,1,2,2,2,benign_or_unconfirmed,0
WX9547,2,2,3,3,3,benign_or_unconfirmed,0
n8348,0,2,2,1,2,benign_or_unconfirmed,0
n3842,5,1,2,2,2,benign_or_unconfirmed,0
WX9549,2,2,3,3,3,benign_or_unconfirmed,0
n8347,0,2,2,1,2,benign_or_unconfirmed,0
n3841,5,1,2,2,2,benign_or_unconfirmed,0
WX9551,2,2,3,3,3,benign_or_unconfirmed,0
n8346,0,2,2,1,2,benign_or_unconfirmed,0
n3840,5,1,2,2,2,benign_or_unconfirmed,0
WX9553,2,2,3,3,3,benign_or_unconfirmed,0
test_so78,0,1,1,1,1,benign_or_unconfirmed,0
n3839,5,1,2,2,2,benign_or_unconfirmed,0
WX9555,2,2,3,3,3,benign_or_unconfirmed,0
test_si79,0,1,1,1,1,benign_or_unconfirmed,0
n8343,0,2,2,1,2,benign_or_unconfirmed,0
n3838,5,1,2,2,2,benign_or_unconfirmed,0
WX9557,2,2,3,3,3,benign_or_unconfirmed,0
n8342,0,2,2,1,2,benign_or_unconfirmed,0
n3837,5,1,2,2,2,benign_or_unconfirmed,0
WX9559,2,2,3,3,3,benign_or_unconfirmed,0
n8341,0,2,2,1,2,benign_or_unconfirmed,0
n3836,5,1,2,2,2,benign_or_unconfirmed,0
WX9561,2,2,3,3,3,benign_or_unconfirmed,0
n8340,0,2,2,1,2,benign_or_unconfirmed,0
n3835,5,1,2,2,2,benign_or_unconfirmed,0
WX9563,2,2,3,3,3,benign_or_unconfirmed,0
n8339,0,2,2,1,2,benign_or_unconfirmed,0
n3834,5,1,2,2,2,benign_or_unconfirmed,0
WX9565,2,2,3,3,3,benign_or_unconfirmed,0
n8338,0,2,2,1,2,benign_or_unconfirmed,0
n3833,5,1,2,2,2,benign_or_unconfirmed,0
WX9567,2,2,3,3,3,benign_or_unconfirmed,0
n8337,0,2,2,1,2,benign_or_unconfirmed,0
n3832,5,1,2,2,2,benign_or_unconfirmed,0
WX9569,2,2,3,3,3,benign_or_unconfirmed,0
n8336,0,2,2,1,2,benign_or_unconfirmed,0
n3831,5,1,2,2,2,benign_or_unconfirmed,0
WX9571,2,2,3,3,3,benign_or_unconfirmed,0
n8335,0,2,2,1,2,benign_or_unconfirmed,0
n3830,5,1,2,2,2,benign_or_unconfirmed,0
WX9573,2,2,3,3,3,benign_or_unconfirmed,0
n8334,0,2,2,1,2,benign_or_unconfirmed,0
n3829,5,1,2,2,2,benign_or_unconfirmed,0
WX9575,2,2,3,3,3,benign_or_unconfirmed,0
n8333,0,2,2,1,2,benign_or_unconfirmed,0
n3828,5,1,2,2,2,benign_or_unconfirmed,0
WX9577,2,2,3,3,3,benign_or_unconfirmed,0
n8332,0,2,2,1,2,benign_or_unconfirmed,0
n3827,5,1,2,2,2,benign_or_unconfirmed,0
WX9579,2,2,3,3,3,benign_or_unconfirmed,0
n8331,0,2,2,1,2,benign_or_unconfirmed,0
n3826,5,1,2,2,2,benign_or_unconfirmed,0
WX9581,2,2,3,3,3,benign_or_unconfirmed,0
n8330,0,2,2,1,2,benign_or_unconfirmed,0
n3825,5,1,2,2,2,benign_or_unconfirmed,0
WX9583,2,2,3,3,3,benign_or_unconfirmed,0
n8329,0,2,2,1,2,benign_or_unconfirmed,0
n3824,5,1,2,2,2,benign_or_unconfirmed,0
WX9585,2,2,3,3,3,benign_or_unconfirmed,0
n8328,0,2,2,1,2,benign_or_unconfirmed,0
n3823,5,1,2,2,2,benign_or_unconfirmed,0
WX9587,2,2,3,3,3,benign_or_unconfirmed,0
test_so79,0,1,1,1,1,benign_or_unconfirmed,0
n3822,5,1,2,2,2,benign_or_unconfirmed,0
WX9589,2,2,3,3,3,benign_or_unconfirmed,0
test_si80,0,1,1,1,1,benign_or_unconfirmed,0
n8325,0,2,2,1,2,benign_or_unconfirmed,0
n3821,5,1,2,2,2,benign_or_unconfirmed,0
WX9591,2,2,3,3,3,benign_or_unconfirmed,0
n8324,0,2,2,1,2,benign_or_unconfirmed,0
n3820,5,1,2,2,2,benign_or_unconfirmed,0
WX9593,2,2,3,3,3,benign_or_unconfirmed,0
n8323,0,2,2,1,2,benign_or_unconfirmed,0
n3819,5,1,2,2,2,benign_or_unconfirmed,0
WX9595,2,2,3,3,3,benign_or_unconfirmed,0
n8322,0,2,2,1,2,benign_or_unconfirmed,0
n3818,5,1,2,2,2,benign_or_unconfirmed,0
WX9597,2,1,2,2,2,benign_or_unconfirmed,0
n8321,0,2,2,1,2,benign_or_unconfirmed,0
n3817,5,1,2,2,2,benign_or_unconfirmed,0
WX9695,5,1,2,2,2,benign_or_unconfirmed,0
n8320,0,2,2,1,2,benign_or_unconfirmed,0
n3339,5,2,3,3,3,benign_or_unconfirmed,0
WX9697,5,1,2,2,2,benign_or_unconfirmed,0
n8319,0,2,2,1,2,benign_or_unconfirmed,0
n3375,5,2,3,3,3,benign_or_unconfirmed,0
WX9699,5,1,2,2,2,benign_or_unconfirmed,0
n8318,0,2,2,1,2,benign_or_unconfirmed,0
n3374,5,2,3,3,3,benign_or_unconfirmed,0
WX9701,5,1,2,2,2,benign_or_unconfirmed,0
n8317,0,2,2,1,2,benign_or_unconfirmed,0
n3373,5,2,3,3,3,benign_or_unconfirmed,0
WX9703,5,1,2,2,2,benign_or_unconfirmed,0
n8316,0,2,2,1,2,benign_or_unconfirmed,0
n3372,5,2,3,3,3,benign_or_unconfirmed,0
WX9705,5,1,2,2,2,benign_or_unconfirmed,0
n8315,0,2,2,1,2,benign_or_unconfirmed,0
n3371,5,2,3,3,3,benign_or_unconfirmed,0
WX9707,5,1,2,2,2,benign_or_unconfirmed,0
n8314,0,2,2,1,2,benign_or_unconfirmed,0
n3370,5,2,3,3,3,benign_or_unconfirmed,0
WX9709,5,1,2,2,2,benign_or_unconfirmed,0
n8313,0,2,2,1,2,benign_or_unconfirmed,0
n3369,5,2,3,3,3,benign_or_unconfirmed,0
WX9711,5,1,2,2,2,benign_or_unconfirmed,0
n8312,0,2,2,1,2,benign_or_unconfirmed,0
n3368,5,2,3,3,3,benign_or_unconfirmed,0
WX9713,5,1,2,2,2,benign_or_unconfirmed,0
n8311,0,2,2,1,2,benign_or_unconfirmed,0
n3367,5,2,3,3,3,benign_or_unconfirmed,0
WX9715,5,1,2,2,2,benign_or_unconfirmed,0
n8310,0,2,2,1,2,benign_or_unconfirmed,0
n3366,5,2,3,3,3,benign_or_unconfirmed,0
WX9717,5,1,2,2,2,benign_or_unconfirmed,0
test_so80,0,1,1,1,1,benign_or_unconfirmed,0
n3365,5,2,3,3,3,benign_or_unconfirmed,0
WX9719,5,1,2,2,2,benign_or_unconfirmed,0
test_si81,0,1,1,1,1,benign_or_unconfirmed,0
n8307,0,2,2,1,2,benign_or_unconfirmed,0
n3364,5,2,3,3,3,benign_or_unconfirmed,0
WX9721,5,1,2,2,2,benign_or_unconfirmed,0
n8306,0,2,2,1,2,benign_or_unconfirmed,0
n3363,5,2,3,3,3,benign_or_unconfirmed,0
WX9723,5,1,2,2,2,benign_or_unconfirmed,0
n8305,0,2,2,1,2,benign_or_unconfirmed,0
n3362,5,2,3,3,3,benign_or_unconfirmed,0
WX9725,5,1,2,2,2,benign_or_unconfirmed,0
n8304,0,2,2,1,2,benign_or_unconfirmed,0
n3361,5,2,3,3,3,benign_or_unconfirmed,0
WX9727,5,1,2,2,2,benign_or_unconfirmed,0
WX9728,4,3,4,3,4,benign_or_unconfirmed,0
WX9729,5,1,2,2,2,benign_or_unconfirmed,0
WX9730,4,3,4,3,4,benign_or_unconfirmed,0
WX9731,5,1,2,2,2,benign_or_unconfirmed,0
WX9732,4,3,4,3,4,benign_or_unconfirmed,0
WX9733,5,1,2,2,2,benign_or_unconfirmed,0
WX9734,4,3,4,3,4,benign_or_unconfirmed,0
WX9735,5,1,2,2,2,benign_or_unconfirmed,0
WX9736,4,3,4,3,4,benign_or_unconfirmed,0
WX9737,5,1,2,2,2,benign_or_unconfirmed,0
WX9738,4,3,4,3,4,benign_or_unconfirmed,0
WX9739,5,1,2,2,2,benign_or_unconfirmed,0
WX9740,4,3,4,3,4,benign_or_unconfirmed,0
WX9741,5,1,2,2,2,benign_or_unconfirmed,0
WX9742,4,3,4,3,4,benign_or_unconfirmed,0
WX9743,5,1,2,2,2,benign_or_unconfirmed,0
WX9744,4,3,4,3,4,benign_or_unconfirmed,0
WX9745,5,1,2,2,2,benign_or_unconfirmed,0
WX9746,4,3,4,3,4,benign_or_unconfirmed,0
WX9747,5,1,2,2,2,benign_or_unconfirmed,0
WX9748,4,3,4,3,4,benign_or_unconfirmed,0
WX9749,5,1,2,2,2,benign_or_unconfirmed,0
WX9750,4,3,4,3,4,benign_or_unconfirmed,0
WX9751,5,1,2,2,2,benign_or_unconfirmed,0
test_so81,4,2,3,3,3,benign_or_unconfirmed,0
WX9753,5,1,2,2,2,benign_or_unconfirmed,0
test_si82,0,1,1,1,1,benign_or_unconfirmed,0
WX9754,4,3,4,3,4,benign_or_unconfirmed,0
WX9755,5,1,2,2,2,benign_or_unconfirmed,0
WX9756,4,3,4,3,4,benign_or_unconfirmed,0
WX9757,5,1,2,2,2,benign_or_unconfirmed,0
WX9758,4,3,4,3,4,benign_or_unconfirmed,0
WX9759,2,1,2,2,2,benign_or_unconfirmed,0
WX9760,4,3,4,3,4,benign_or_unconfirmed,0
WX9761,2,1,2,2,2,benign_or_unconfirmed,0
WX9762,4,3,4,3,4,benign_or_unconfirmed,0
WX9763,2,1,2,2,2,benign_or_unconfirmed,0
WX9764,4,3,4,3,4,benign_or_unconfirmed,0
WX9765,2,1,2,2,2,benign_or_unconfirmed,0
WX9766,4,3,4,3,4,benign_or_unconfirmed,0
WX9767,2,1,2,2,2,benign_or_unconfirmed,0
WX9768,4,3,4,3,4,benign_or_unconfirmed,0
WX9769,2,1,2,2,2,benign_or_unconfirmed,0
WX9770,4,3,4,3,4,benign_or_unconfirmed,0
WX9771,2,1,2,2,2,benign_or_unconfirmed,0
WX9772,4,3,4,3,4,benign_or_unconfirmed,0
WX9773,2,1,2,2,2,benign_or_unconfirmed,0
WX9774,4,3,4,3,4,benign_or_unconfirmed,0
WX9775,2,1,2,2,2,benign_or_unconfirmed,0
WX9776,4,3,4,3,4,benign_or_unconfirmed,0
WX9777,2,1,2,2,2,benign_or_unconfirmed,0
WX9778,4,3,4,3,4,benign_or_unconfirmed,0
WX9779,2,1,2,2,2,benign_or_unconfirmed,0
WX9780,4,3,4,3,4,benign_or_unconfirmed,0
WX9781,2,1,2,2,2,benign_or_unconfirmed,0
WX9782,4,3,4,3,4,benign_or_unconfirmed,0
WX9783,2,1,2,2,2,benign_or_unconfirmed,0
WX9784,4,3,4,3,4,benign_or_unconfirmed,0
WX9785,2,1,2,2,2,benign_or_unconfirmed,0
test_so82,4,2,3,3,3,benign_or_unconfirmed,0
