gate_type,instance,nets
NBUFFX2,U3922,n4397|n4381
NBUFFX2,U3923,n4397|n4380
NBUFFX2,U3924,n4398|n4379
NBUFFX2,U3925,n4398|n4378
NBUFFX2,U3926,n4406|n4363
NBUFFX2,U3927,n4406|n4362
NBUFFX2,U3928,n4407|n4360
NBUFFX2,U3929,n4407|n4361
NBUFFX2,U3930,n2152|n4279
NBUFFX2,U3931,n2152|n4281
NBUFFX2,U3932,n2152|n4280
NBUFFX2,U3933,n2152|n4282
NBUFFX2,U3934,n4639|n4637
NBUFFX2,U3935,n4639|n4638
NBUFFX2,U3936,n4694|n4692
NBUFFX2,U3937,n4707|n4667
NBUFFX2,U3938,n4708|n4665
NBUFFX2,U3939,n4714|n4653
NBUFFX2,U3940,n4714|n4652
NBUFFX2,U3941,n4699|n4683
NBUFFX2,U3942,n4713|n4654
NBUFFX2,U3943,n4720|n4640
NBUFFX2,U3944,n4716|n4649
NBUFFX2,U3945,n4716|n4648
NBUFFX2,U3946,n4699|n4682
NBUFFX2,U3947,n4700|n4681
NBUFFX2,U3948,n4718|n4645
NBUFFX2,U3949,n4698|n4684
NBUFFX2,U3950,n4694|n4693
NBUFFX2,U3951,n4696|n4689
NBUFFX2,U3952,n4706|n4669
NBUFFX2,U3953,n4705|n4670
NBUFFX2,U3954,n4705|n4671
NBUFFX2,U3955,n4700|n4680
NBUFFX2,U3956,n4702|n4676
NBUFFX2,U3957,n4702|n4677
NBUFFX2,U3958,n4698|n4685
NBUFFX2,U3959,n4708|n4664
NBUFFX2,U3960,n4697|n4686
NBUFFX2,U3961,n4701|n4678
NBUFFX2,U3962,n4697|n4687
NBUFFX2,U3963,n4709|n4663
NBUFFX2,U3964,n4709|n4662
NBUFFX2,U3965,n4710|n4661
NBUFFX2,U3966,n4704|n4672
NBUFFX2,U3967,n4704|n4673
NBUFFX2,U3968,n4696|n4688
NBUFFX2,U3969,n4707|n4666
NBUFFX2,U3970,n4706|n4668
NBUFFX2,U3971,n4703|n4675
NBUFFX2,U3972,n4703|n4674
NBUFFX2,U3973,n4695|n4691
NBUFFX2,U3974,n4715|n4651
NBUFFX2,U3975,n4715|n4650
NBUFFX2,U3976,n4710|n4660
NBUFFX2,U3977,n4711|n4659
NBUFFX2,U3978,n4711|n4658
NBUFFX2,U3979,n4712|n4657
NBUFFX2,U3980,n4712|n4656
NBUFFX2,U3981,n4713|n4655
NBUFFX2,U3982,n4718|n4644
NBUFFX2,U3983,n4719|n4643
NBUFFX2,U3984,n4719|n4642
NBUFFX2,U3985,n4720|n4641
NBUFFX2,U3986,n4695|n4690
NBUFFX2,U3987,n4717|n4647
NBUFFX2,U3988,n4717|n4646
INVX0,U3989,n4753|n4743
INVX0,U3990,n4771|n4766
ISOLANDX1,U3991,n3278|n4774|n2152
NBUFFX2,U3992,n2148|n4522
NBUFFX2,U3993,n2148|n4528
NBUFFX2,U3994,n2148|n4527
NBUFFX2,U3995,n2148|n4524
NBUFFX2,U3996,n2148|n4523
NBUFFX2,U3997,n2148|n4526
NBUFFX2,U3998,n2148|n4525
NBUFFX2,U3999,n4415|n4399
NBUFFX2,U4000,n4414|n4401
NBUFFX2,U4001,n4413|n4402
NBUFFX2,U4002,n4413|n4403
NBUFFX2,U4003,n4409|n4357
NBUFFX2,U4004,n4412|n4404
NBUFFX2,U4005,n4412|n4405
NBUFFX2,U4006,n4418|n4392
NBUFFX2,U4007,n4418|n4393
NBUFFX2,U4008,n4417|n4394
NBUFFX2,U4009,n4417|n4395
NBUFFX2,U4010,n4414|n4400
NBUFFX2,U4011,n4732|n4701
NBUFFX2,U4012,n4416|n4396
NBUFFX2,U4013,n4416|n4397
NBUFFX2,U4014,n4415|n4398
NBUFFX2,U4015,n4411|n4406
NBUFFX2,U4016,n4411|n4407
NBUFFX2,U4017,n4409|n4356
NBUFFX2,U4018,n4408|n4359
NBUFFX2,U4019,n4408|n4358
INVX0,U4020,n4754|n4744
INVX0,U4021,n4755|n4745
INVX0,U4022,n4756|n4746
INVX0,U4023,n4757|n4747
INVX0,U4024,n4758|n4748
INVX0,U4025,n4759|n4749
INVX0,U4026,n4772|n4768
INVX0,U4027,n4770|n4767
NBUFFX2,U4028,n4725|n4714
NBUFFX2,U4029,n4724|n4716
NBUFFX2,U4030,n4733|n4699
NBUFFX2,U4031,n4735|n4694
NBUFFX2,U4032,n4730|n4705
NBUFFX2,U4033,n4732|n4700
NBUFFX2,U4034,n4731|n4702
NBUFFX2,U4035,n4733|n4698
NBUFFX2,U4036,n4728|n4708
NBUFFX2,U4037,n4734|n4697
NBUFFX2,U4038,n4728|n4709
NBUFFX2,U4039,n4730|n4704
NBUFFX2,U4040,n4734|n4696
NBUFFX2,U4041,n4729|n4707
NBUFFX2,U4042,n4729|n4706
NBUFFX2,U4043,n4731|n4703
NBUFFX2,U4044,n4725|n4715
NBUFFX2,U4045,n4727|n4710
NBUFFX2,U4046,n4727|n4711
NBUFFX2,U4047,n4726|n4712
NBUFFX2,U4048,n4726|n4713
NBUFFX2,U4049,n4723|n4718
NBUFFX2,U4050,n4723|n4719
NBUFFX2,U4051,n4722|n4720
NBUFFX2,U4052,n4735|n4695
NBUFFX2,U4053,n4724|n4717
NBUFFX2,U4054,n4721|n4639
NBUFFX2,U4055,n4722|n4721
NOR2X0,U4056,n4752|n4775|n2148
INVX0,U4057,n4779|n4771
INVX0,U4058,TM0|n4772
INVX0,U4059,n4779|n4770
INVX0,U4060,TM1|n4753
INVX0,U4061,n4763|n4754
INVX0,U4062,n4763|n4755
INVX0,U4063,n4764|n4756
INVX0,U4064,n4764|n4757
INVX0,U4065,n4763|n4758
INVX0,U4066,n4763|n4759
INVX0,U4067,n4778|n4773
INVX0,U4068,n4778|n4774
INVX0,U4069,TM1|n4752
INVX0,U4070,n4778|n4775
NBUFFX2,U4071,n4421|n4413
NBUFFX2,U4072,n4422|n4412
NBUFFX2,U4073,n4419|n4418
NBUFFX2,U4074,n4419|n4417
NBUFFX2,U4075,n4421|n4414
NBUFFX2,U4076,n4737|n4732
NBUFFX2,U4077,n4420|n4416
NBUFFX2,U4078,n4420|n4415
NBUFFX2,U4079,n4422|n4411
NBUFFX2,U4080,n4410|n4409
NBUFFX2,U4081,n4410|n4408
INVX0,U4082,n4760|n4750
INVX0,U4083,n4776|n4769
NBUFFX2,U4084,n4737|n4733
NBUFFX2,U4085,n4739|n4728
NBUFFX2,U4086,n4738|n4730
NBUFFX2,U4087,n4736|n4734
NBUFFX2,U4088,n4739|n4729
NBUFFX2,U4089,n4738|n4731
NBUFFX2,U4090,n4741|n4725
NBUFFX2,U4091,n4740|n4727
NBUFFX2,U4092,n4740|n4726
NBUFFX2,U4093,n4742|n4723
NBUFFX2,U4094,n4742|n4722
NBUFFX2,U4095,n4736|n4735
NBUFFX2,U4096,n4741|n4724
INVX0,U4097,n4762|n4760
INVX0,U4098,n4778|n4776
INVX0,U4099,n4778|n4777
INVX0,U4100,n4780|n4779
INVX0,U4101,n4780|n4778
INVX0,U4102,n4760|n4764
INVX0,U4103,n4752|n4763
INVX0,U4104,n4761|n4751
INVX0,U4105,n4762|n4761
NBUFFX2,U4106,n2149|n4419
NBUFFX2,U4107,n2149|n4421
NBUFFX2,U4108,n2149|n4420
NBUFFX2,U4109,n2149|n4422
NBUFFX2,U4110,n1729|n4737
NBUFFX2,U4111,n4423|n4410
NBUFFX2,U4112,n2149|n4423
NOR2X0,U4113,n4568|n3346|WX11082
NOR2X0,U4114,n4568|n3347|WX11080
NOR2X0,U4115,n4568|n3348|WX11078
NOR2X0,U4116,n4557|n3349|WX11076
NOR2X0,U4117,n4556|n3350|WX11074
NOR2X0,U4118,n4557|n3351|WX11072
NOR2X0,U4119,n4558|n3352|WX11070
NOR2X0,U4120,n4556|n3353|WX11068
NOR2X0,U4121,n4556|n3354|WX11066
NOR2X0,U4122,n4556|n3355|WX11064
NOR2X0,U4123,n4557|n3356|WX11062
NOR2X0,U4124,n4557|n3357|WX11060
NOR2X0,U4125,n4557|n3358|WX11058
NOR2X0,U4126,n4558|n3359|WX11056
NOR2X0,U4127,n4557|n3360|WX11054
NOR2X0,U4128,n4557|n3338|WX11052
NOR2X0,U4129,n4557|n3361|WX9789
NOR2X0,U4130,n4556|n3362|WX9787
NOR2X0,U4131,n4556|n3363|WX9785
NOR2X0,U4132,n4556|n3364|WX9783
NOR2X0,U4133,n4556|n3365|WX9781
NOR2X0,U4134,n4563|n3366|WX9779
NOR2X0,U4135,n4570|n3367|WX9777
NOR2X0,U4136,n4570|n3368|WX9775
NOR2X0,U4137,n4570|n3370|WX9771
NOR2X0,U4138,n4569|n3372|WX9767
NOR2X0,U4139,n4568|n3373|WX9765
NOR2X0,U4140,n4569|n3374|WX9763
NOR2X0,U4141,n4569|n3375|WX9761
NOR2X0,U4142,n4569|n3339|WX9759
NOR2X0,U4143,n4566|n3376|WX8496
NOR2X0,U4144,n4566|n3377|WX8494
NOR2X0,U4145,n4566|n3378|WX8492
NOR2X0,U4146,n4566|n3379|WX8490
NOR2X0,U4147,n4566|n3380|WX8488
NOR2X0,U4148,n4566|n3381|WX8486
NOR2X0,U4149,n4566|n3382|WX8484
NOR2X0,U4150,n4566|n3383|WX8482
NOR2X0,U4151,n4566|n3384|WX8480
NOR2X0,U4152,n4565|n3385|WX8478
NOR2X0,U4153,n4565|n3386|WX8476
NOR2X0,U4154,n4565|n3387|WX8474
NOR2X0,U4155,n4565|n3388|WX8472
NOR2X0,U4156,n4565|n3389|WX8470
NOR2X0,U4157,n4565|n3390|WX8468
NOR2X0,U4158,n4565|n3340|WX8466
NOR2X0,U4159,n4560|n3391|WX7203
NOR2X0,U4160,n4560|n3392|WX7201
NOR2X0,U4161,n4560|n3393|WX7199
NOR2X0,U4162,n4560|n3394|WX7197
NOR2X0,U4163,n4560|n3395|WX7195
NOR2X0,U4164,n4560|n3396|WX7193
NOR2X0,U4165,n4561|n3397|WX7191
NOR2X0,U4166,n4561|n3398|WX7189
NOR2X0,U4167,n4561|n3399|WX7187
NOR2X0,U4168,n4561|n3400|WX7185
NOR2X0,U4169,n4561|n3401|WX7183
NOR2X0,U4170,n4561|n3402|WX7181
NOR2X0,U4171,n4561|n3403|WX7179
NOR2X0,U4172,n4561|n3404|WX7177
NOR2X0,U4173,n4561|n3405|WX7175
NOR2X0,U4174,n4561|n3341|WX7173
NOR2X0,U4175,n4559|n3406|WX5910
NOR2X0,U4176,n4559|n3407|WX5908
NOR2X0,U4177,n4559|n3408|WX5906
NOR2X0,U4178,n4559|n3409|WX5904
NOR2X0,U4179,n4559|n3410|WX5902
NOR2X0,U4180,n4559|n3411|WX5900
NOR2X0,U4181,n4559|n3412|WX5898
NOR2X0,U4182,n4559|n3413|WX5896
NOR2X0,U4183,n4558|n3414|WX5894
NOR2X0,U4184,n4559|n3415|WX5892
NOR2X0,U4185,n4558|n3416|WX5890
NOR2X0,U4186,n4557|n3417|WX5888
NOR2X0,U4187,n4556|n3418|WX5886
NOR2X0,U4188,n4568|n3420|WX5882
NOR2X0,U4189,n4560|n3421|WX4617
NOR2X0,U4190,n4558|n3422|WX4615
NOR2X0,U4191,n4558|n3423|WX4613
NOR2X0,U4192,n4559|n3424|WX4611
NOR2X0,U4193,n4558|n3425|WX4609
NOR2X0,U4194,n4568|n3426|WX4607
NOR2X0,U4195,n4568|n3427|WX4605
NOR2X0,U4196,n4565|n3428|WX4603
NOR2X0,U4197,n4564|n3429|WX4601
NOR2X0,U4198,n4564|n3430|WX4599
NOR2X0,U4199,n4564|n3431|WX4597
NOR2X0,U4200,n4564|n3432|WX4595
NOR2X0,U4201,n4564|n3433|WX4593
NOR2X0,U4202,n4564|n3434|WX4591
NOR2X0,U4203,n4564|n3435|WX4589
NOR2X0,U4204,n4565|n3343|WX4587
NOR2X0,U4205,n4562|n3436|WX3324
NOR2X0,U4206,n4562|n3437|WX3322
NOR2X0,U4207,n4564|n3438|WX3320
NOR2X0,U4208,n4562|n3439|WX3318
NOR2X0,U4209,n4562|n3440|WX3316
NOR2X0,U4210,n4562|n3441|WX3314
NOR2X0,U4211,n4563|n3442|WX3312
NOR2X0,U4212,n4564|n3443|WX3310
NOR2X0,U4213,n4556|n3444|WX3308
NOR2X0,U4214,n4563|n3445|WX3306
NOR2X0,U4215,n4563|n3446|WX3304
NOR2X0,U4216,n4563|n3447|WX3302
NOR2X0,U4217,n4563|n3448|WX3300
NOR2X0,U4218,n4563|n3449|WX3298
NOR2X0,U4219,n4563|n3450|WX3296
NOR2X0,U4220,n4562|n3344|WX3294
NOR2X0,U4221,n4570|n3451|WX2031
NOR2X0,U4222,n4569|n3453|WX2027
NOR2X0,U4223,n4568|n3454|WX2025
NOR2X0,U4224,n4570|n3455|WX2023
NOR2X0,U4225,n4569|n3456|WX2021
NOR2X0,U4226,n4570|n3457|WX2019
NOR2X0,U4227,n4570|n3458|WX2017
NOR2X0,U4228,n4569|n3459|WX2015
NOR2X0,U4229,n4570|n3460|WX2013
NOR2X0,U4230,n4568|n3461|WX2011
NOR2X0,U4231,n4569|n3462|WX2009
NOR2X0,U4232,n4570|n3463|WX2007
NOR2X0,U4233,n4570|n3464|WX2005
NOR2X0,U4234,n4569|n3465|WX2003
NOR2X0,U4235,n4569|n3345|WX2001
NOR2X0,U4236,n4571|n3369|WX9773
NOR2X0,U4237,n4571|n3371|WX9769
NOR2X0,U4238,n4571|n3419|WX5884
NOR2X0,U4239,n4571|n3342|WX5880
NOR2X0,U4240,n4571|n3452|WX2029
NBUFFX2,U4241,n1729|n4739
NBUFFX2,U4242,n1729|n4738
NBUFFX2,U4243,n1729|n4740
NBUFFX2,U4244,n1729|n4742
NBUFFX2,U4245,n1729|n4736
NBUFFX2,U4246,n1729|n4741
XNOR2X1,U4247,n3179|n2532|DATA_9_9
NAND2X0,U4248,WX529|n4767|n3179
XNOR2X1,U4249,n3161|n2529|DATA_9_8
NAND2X0,U4250,WX531|n4766|n3161
XNOR2X1,U4251,n3159|n2526|DATA_9_7
NAND2X0,U4252,WX533|n4766|n3159
XNOR2X1,U4253,n3157|n2523|DATA_9_6
NAND2X0,U4254,WX535|n4766|n3157
XNOR2X1,U4255,n3155|n2520|DATA_9_5
NAND2X0,U4256,WX537|n4766|n3155
XNOR2X1,U4257,n3153|n2517|DATA_9_4
NAND2X0,U4258,WX539|n4766|n3153
XNOR2X1,U4259,n3336|n2630|DATA_9_31
NAND2X0,U4260,WX485|n4766|n3336
XNOR2X1,U4261,n3334|n2615|DATA_9_30
NAND2X0,U4262,WX487|n4769|n3334
XNOR2X1,U4263,n3151|n2514|DATA_9_3
NAND2X0,U4264,WX541|n4766|n3151
XNOR2X1,U4265,n3332|n2602|DATA_9_29
NAND2X0,U4266,WX489|n4769|n3332
XNOR2X1,U4267,n3330|n2589|DATA_9_28
NAND2X0,U4268,WX491|n4769|n3330
XNOR2X1,U4269,n3296|n2586|DATA_9_27
NAND2X0,U4270,WX493|n4768|n3296
XNOR2X1,U4271,n3294|n2583|DATA_9_26
NAND2X0,U4272,WX495|n4769|n3294
XNOR2X1,U4273,n3292|n2580|DATA_9_25
NAND2X0,U4274,WX497|n4769|n3292
XNOR2X1,U4275,n3290|n2577|DATA_9_24
NAND2X0,U4276,WX499|n4768|n3290
XNOR2X1,U4277,n3288|n2574|DATA_9_23
NAND2X0,U4278,WX501|n4768|n3288
XNOR2X1,U4279,n3286|n2571|DATA_9_22
NAND2X0,U4280,WX503|n4768|n3286
XNOR2X1,U4281,n3284|n2568|DATA_9_21
NAND2X0,U4282,WX505|n4768|n3284
XNOR2X1,U4283,n3282|n2565|DATA_9_20
NAND2X0,U4284,WX507|n4768|n3282
XNOR2X1,U4285,n3149|n2511|DATA_9_2
NAND2X0,U4286,WX543|n4766|n3149
XNOR2X1,U4287,n3280|n2562|DATA_9_19
NAND2X0,U4288,WX509|n4768|n3280
XNOR2X1,U4289,n3255|n2559|DATA_9_18
NAND2X0,U4290,WX511|n4768|n3255
XNOR2X1,U4291,n3211|n2556|DATA_9_17
NAND2X0,U4292,WX513|n4768|n3211
XNOR2X1,U4293,n3209|n2553|DATA_9_16
NAND2X0,U4294,WX515|n4767|n3209
XNOR2X1,U4295,n3207|n2550|DATA_9_15
NAND2X0,U4296,WX517|n4767|n3207
XNOR2X1,U4297,n3205|n2547|DATA_9_14
NAND2X0,U4298,test_so1|n4767|n3205
XNOR2X1,U4299,n3203|n2544|DATA_9_13
NAND2X0,U4300,WX521|n4767|n3203
XNOR2X1,U4301,n3201|n2541|DATA_9_12
NAND2X0,U4302,WX523|n4767|n3201
XNOR2X1,U4303,n3199|n2538|DATA_9_11
NAND2X0,U4304,WX525|n4767|n3199
XNOR2X1,U4305,n3197|n2535|DATA_9_10
NAND2X0,U4306,WX527|n4767|n3197
XNOR2X1,U4307,n3147|n2508|DATA_9_1
NAND2X0,U4308,WX545|n4766|n3147
XNOR2X1,U4309,n3145|n2505|DATA_9_0
NAND2X0,U4310,WX547|n4767|n3145
AND3X1,U4311,RESET|n4773|n4751|n2149
INVX0,U4312,n4765|n4762
INVX0,U4313,TM1|n4765
INVX0,U4314,TM0|n4780
XNOR3X1,U4315,n3466|n4775|n3467|n2505
XNOR3X1,U4316,WX899|WX835|WX771|n3466
XNOR3X1,U4317,n3468|n4770|n3469|n2508
XNOR3X1,U4318,WX897|WX833|WX769|n3468
XNOR3X1,U4319,n3470|n4770|n3471|n2511
XNOR3X1,U4320,WX895|test_so7|WX767|n3470
XNOR3X1,U4321,n3472|n4771|n3473|n2514
XNOR3X1,U4322,WX893|WX829|WX765|n3472
XNOR3X1,U4323,n3474|n4771|n3475|n2517
XNOR3X1,U4324,WX891|WX827|WX763|n3474
XNOR3X1,U4325,n3476|n4772|n3477|n2520
XNOR3X1,U4326,WX889|WX825|WX761|n3476
XNOR3X1,U4327,n3478|n4772|n3479|n2523
XNOR3X1,U4328,WX887|WX823|test_so5|n3478
XNOR3X1,U4329,n3480|n4773|n3481|n2526
XNOR3X1,U4330,WX885|WX821|WX757|n3480
XNOR3X1,U4331,n3482|n4773|n3483|n2529
XNOR3X1,U4332,WX883|WX819|WX755|n3482
XNOR3X1,U4333,n3484|n4774|n3485|n2532
XNOR3X1,U4334,WX881|WX817|WX753|n3484
XNOR3X1,U4335,n3486|n4774|n3487|n2535
XNOR3X1,U4336,WX879|WX815|WX751|n3486
XNOR3X1,U4337,n3488|n4775|n3489|n2538
XNOR3X1,U4338,WX877|WX813|WX749|n3488
XNOR3X1,U4339,n3490|n4776|n3491|n2541
XNOR3X1,U4340,WX875|WX811|WX747|n3490
XNOR3X1,U4341,n3492|n4776|n3493|n2544
XNOR3X1,U4342,WX873|WX809|WX745|n3492
XNOR3X1,U4343,n3494|n4777|n3495|n2547
XNOR3X1,U4344,WX871|WX807|WX743|n3494
XNOR3X1,U4345,n3496|n4777|n3497|n2550
XNOR3X1,U4346,WX869|WX805|WX741|n3496
XNOR3X1,U4347,n3498|n4758|n3499|n2553
XNOR3X1,U4348,test_so8|WX803|WX739|n3498
XNOR3X1,U4349,n3500|n4753|n3501|n2556
XNOR3X1,U4350,WX865|WX801|WX737|n3500
XNOR3X1,U4351,n3502|n4752|n3503|n2559
XNOR3X1,U4352,WX863|WX799|WX735|n3502
XNOR3X1,U4353,n3504|n4753|n3505|n2562
XNOR3X1,U4354,WX861|WX797|WX733|n3504
XNOR3X1,U4355,n3506|n4754|n3507|n2565
XNOR3X1,U4356,WX859|test_so6|WX731|n3506
XNOR3X1,U4357,n3508|n4754|n3509|n2568
XNOR3X1,U4358,WX857|WX793|WX729|n3508
XNOR3X1,U4359,n3510|n4755|n3511|n2571
XNOR3X1,U4360,WX855|WX791|WX727|n3510
XNOR3X1,U4361,n3512|n4755|n3513|n2574
XNOR3X1,U4362,WX853|WX789|WX725|n3512
XNOR3X1,U4363,n3514|n4756|n3515|n2577
XNOR3X1,U4364,WX851|WX787|test_so4|n3514
XNOR3X1,U4365,n3516|n4756|n3517|n2580
XNOR3X1,U4366,WX849|WX785|WX721|n3516
XNOR3X1,U4367,n3518|n4757|n3519|n2583
XNOR3X1,U4368,WX847|WX783|WX719|n3518
XNOR3X1,U4369,n3520|n4757|n3521|n2586
XNOR3X1,U4370,WX845|WX781|WX717|n3520
XNOR3X1,U4371,n3522|n4758|n3523|n2589
XNOR3X1,U4372,WX843|WX779|WX715|n3522
XNOR3X1,U4373,n3524|n4759|n3525|n2602
XNOR3X1,U4374,WX841|WX777|WX713|n3524
XNOR3X1,U4375,n3526|n4759|n3527|n2615
XNOR3X1,U4376,WX839|WX775|WX711|n3526
XNOR3X1,U4377,n3528|n4760|n3529|n2630
XNOR3X1,U4378,WX837|WX773|WX709|n3528
AO221X1,U4379,WX10888|n4473|n4311|n2154|n3213|WX11050
AO22X1,U4380,n4171|CRC_OUT_1_0|DATA_0_0|n4040|n3213
AO221X1,U4381,WX10886|n4473|n4311|n2157|n3215|WX11048
AO22X1,U4382,n4171|CRC_OUT_1_1|DATA_0_1|n4041|n3215
AO221X1,U4383,WX10884|n4474|n4312|n2160|n3217|WX11046
AO22X1,U4384,n4172|CRC_OUT_1_2|DATA_0_2|n4040|n3217
AO221X1,U4385,WX10882|n4474|n4312|n2163|n3219|WX11044
AO22X1,U4386,n4172|CRC_OUT_1_3|DATA_0_3|n4040|n3219
AO221X1,U4387,WX10880|n4474|n4312|n2166|n3221|WX11042
AO22X1,U4388,n4172|CRC_OUT_1_4|DATA_0_4|n4041|n3221
AO221X1,U4389,WX10878|n4474|n4312|n2169|n3223|WX11040
AO22X1,U4390,n4172|CRC_OUT_1_5|DATA_0_5|n4041|n3223
AO221X1,U4391,WX10876|n4474|n4313|n2172|n3225|WX11038
AO22X1,U4392,n4173|CRC_OUT_1_6|DATA_0_6|n4039|n3225
AO221X1,U4393,WX10874|n4475|n4313|n2175|n3227|WX11036
AO22X1,U4394,n4173|CRC_OUT_1_7|DATA_0_7|n4041|n3227
AO221X1,U4395,WX10872|n4475|n4313|n2178|n3229|WX11034
AO22X1,U4396,n4173|CRC_OUT_1_8|DATA_0_8|n4039|n3229
AO221X1,U4397,WX10870|n4475|n4313|n2181|n3231|WX11032
AO22X1,U4398,n4173|CRC_OUT_1_9|DATA_0_9|n4039|n3231
AO221X1,U4399,WX10868|n4475|n4314|n2184|n3233|WX11030
AO22X1,U4400,n4174|CRC_OUT_1_10|DATA_0_10|n4040|n3233
AO221X1,U4401,WX10866|n4475|n4314|n2187|n3235|WX11028
AO22X1,U4402,n4174|CRC_OUT_1_11|DATA_0_11|n4038|n3235
AO221X1,U4403,WX10864|n4476|n4314|n2190|n3237|WX11026
AO22X1,U4404,n4174|CRC_OUT_1_12|DATA_0_12|n4038|n3237
AO221X1,U4405,WX10862|n4476|n4314|n2193|n3239|WX11024
AO22X1,U4406,n4174|CRC_OUT_1_13|DATA_0_13|n4037|n3239
AO221X1,U4407,WX10860|n4476|n4315|n2196|n3241|WX11022
AO22X1,U4408,n4175|CRC_OUT_1_14|DATA_0_14|n4038|n3241
AO221X1,U4409,WX10858|n4476|n4315|n2199|n3243|WX11020
AO22X1,U4410,n4175|CRC_OUT_1_15|DATA_0_15|n4037|n3243
AO221X1,U4411,WX10856|n4476|n4315|n2202|n3245|WX11018
AO22X1,U4412,n4175|CRC_OUT_1_16|DATA_0_16|n4040|n3245
AO221X1,U4413,WX10854|n4477|n4315|n2205|n3247|WX11016
AO22X1,U4414,n4175|CRC_OUT_1_17|DATA_0_17|n4037|n3247
AO221X1,U4415,WX10852|n4477|n4316|n2208|n3249|WX11014
AO22X1,U4416,n4176|CRC_OUT_1_18|DATA_0_18|n4037|n3249
AO221X1,U4417,WX10850|n4477|n4316|n2211|n3251|WX11012
AO22X1,U4418,n4176|CRC_OUT_1_19|DATA_0_19|n4039|n3251
AO221X1,U4419,WX10848|n4477|n4316|n2214|n3253|WX11010
AO22X1,U4420,n4176|CRC_OUT_1_20|DATA_0_20|n4036|n3253
AO221X1,U4421,WX10846|n4477|n4316|n2217|n3257|WX11008
AO22X1,U4422,n4176|CRC_OUT_1_21|DATA_0_21|n4041|n3257
AO221X1,U4423,WX10844|n4478|n4317|n2220|n3259|WX11006
AO22X1,U4424,n4177|CRC_OUT_1_22|DATA_0_22|n4038|n3259
AO221X1,U4425,WX10842|n4478|n4317|n2223|n3261|WX11004
AO22X1,U4426,n4177|CRC_OUT_1_23|DATA_0_23|n4036|n3261
AO221X1,U4427,WX10840|n4478|n4317|n2226|n3263|WX11002
AO22X1,U4428,n4177|CRC_OUT_1_24|DATA_0_24|n4036|n3263
AO221X1,U4429,WX10838|n4478|n4317|n2229|n3265|WX11000
AO22X1,U4430,n4177|CRC_OUT_1_25|DATA_0_25|n4038|n3265
AO221X1,U4431,WX10836|n4478|n4318|n2232|n3267|WX10998
AO22X1,U4432,n4178|CRC_OUT_1_26|DATA_0_26|n4036|n3267
AO221X1,U4433,WX10834|n4479|n4318|n2235|n3269|WX10996
AO22X1,U4434,n4178|CRC_OUT_1_27|DATA_0_27|n4036|n3269
AO221X1,U4435,WX10832|n4479|n4318|n2238|n3271|WX10994
AO22X1,U4436,n4178|CRC_OUT_1_28|DATA_0_28|n4037|n3271
AO221X1,U4437,WX10830|n4479|n4318|n2241|n3273|WX10992
AO22X1,U4438,n4178|CRC_OUT_1_29|DATA_0_29|n4039|n3273
AO221X1,U4439,WX10828|n4479|n4319|n2244|n3275|WX10990
AO22X1,U4440,n4179|CRC_OUT_1_30|DATA_0_30|n4035|n3275
AO221X1,U4441,WX9595|n4424|n4284|n2150|n2151|WX9757
AO22X1,U4442,n4144|CRC_OUT_2_0|n4044|n2154|n2151
AO221X1,U4443,WX9593|n4424|n4337|n2155|n2156|WX9755
AO22X1,U4444,n4197|CRC_OUT_2_1|n4077|n2157|n2156
AO221X1,U4445,WX9591|n4424|n4319|n2158|n2159|WX9753
AO22X1,U4446,n4179|CRC_OUT_2_2|n4063|n2160|n2159
AO221X1,U4447,WX9589|n4424|n4319|n2161|n2162|WX9751
AO22X1,U4448,n4179|CRC_OUT_2_3|n4063|n2163|n2162
AO221X1,U4449,WX9587|n4424|n4320|n2164|n2165|WX9749
AO22X1,U4450,n4180|CRC_OUT_2_4|n4063|n2166|n2165
AO221X1,U4451,WX9585|n4425|n4320|n2167|n2168|WX9747
AO22X1,U4452,n4180|CRC_OUT_2_5|n4064|n2169|n2168
AO221X1,U4453,WX9583|n4425|n4320|n2170|n2171|WX9745
AO22X1,U4454,n4180|CRC_OUT_2_6|n4064|n2172|n2171
AO221X1,U4455,WX9581|n4425|n4320|n2173|n2174|WX9743
AO22X1,U4456,n4180|CRC_OUT_2_7|n4064|n2175|n2174
AO221X1,U4457,WX9579|n4425|n4321|n2176|n2177|WX9741
AO22X1,U4458,n4181|CRC_OUT_2_8|n4064|n2178|n2177
AO221X1,U4459,WX9577|n4425|n4321|n2179|n2180|WX9739
AO22X1,U4460,n4181|CRC_OUT_2_9|n4064|n2181|n2180
AO221X1,U4461,WX9575|n4426|n4321|n2182|n2183|WX9737
AO22X1,U4462,n4181|CRC_OUT_2_10|n4065|n2184|n2183
AO221X1,U4463,WX9573|n4426|n4321|n2185|n2186|WX9735
AO22X1,U4464,n4181|CRC_OUT_2_11|n4065|n2187|n2186
AO221X1,U4465,WX9571|n4426|n4322|n2188|n2189|WX9733
AO22X1,U4466,n4182|CRC_OUT_2_12|n4065|n2190|n2189
AO221X1,U4467,WX9569|n4426|n4322|n2191|n2192|WX9731
AO22X1,U4468,n4182|CRC_OUT_2_13|n4065|n2193|n2192
AO221X1,U4469,WX9567|n4426|n4322|n2194|n2195|WX9729
AO22X1,U4470,n4182|CRC_OUT_2_14|n4065|n2196|n2195
AO221X1,U4471,WX9565|n4427|n4322|n2197|n2198|WX9727
